COMPONENT	NUMBER OF GENES	BETA	BETA_STD	SE	P	BONFERONNI	DATASET	DISEASE_NAME
421	26	-0.155	-0.00589	0.159	0.83495	0	FF	PD
435	14	0.214	0.00596	0.226	0.17143	0	FF	PD
439	20	0.192	0.00639	0.194	0.16108	0	FF	PD
451	23	-0.097	-0.00346	0.165	0.72164	0	FF	PD
468	4	0.179	0.00267	0.503	0.36067	0	FF	PD
474	7	0.188	0.00371	0.305	0.26855	0	FF	PD
476	3	-0.988	-0.0127	0.544	0.96531	0	FF	PD
477	30	0.202	0.00824	0.144	0.079527	0	FF	PD
487	7	-0.265	-0.00522	0.37	0.76323	0	FF	PD
489	15	0.31	0.00894	0.206	0.066617	0	FF	PD
26	41	0.174	0.0083	0.134	0.096433	0	FF	PD
2	31	-0.0386	-0.0016	0.165	0.59236	0	CG	RA
3	14	-0.00833	-0.000232	0.261	0.51272	0	CG	RA
8	12	-0.303	-0.00783	0.257	0.88149	0	CG	RA
11	15	0.193	0.00556	0.268	0.2364	0	CG	RA
13	12	0.0367	0.000947	0.254	0.4426	0	CG	RA
16	11	0.321	0.00793	0.253	0.10215	0	CG	RA
19	17	0.0919	0.00282	0.22	0.33804	0	CG	RA
23	23	-0.123	-0.0044	0.189	0.74249	0	CG	RA
27	16	0.0953	0.00284	0.204	0.32043	0	CG	RA
30	23	0.151	0.00541	0.204	0.22935	0	CG	RA
38	7	0.0999	0.00197	0.367	0.39275	0	CG	RA
40	15	-0.158	-0.00455	0.22	0.76343	0	CG	RA
42	16	-0.0179	-0.000534	0.261	0.5274	0	CG	RA
46	12	-0.146	-0.00377	0.254	0.71764	0	CG	RA
49	10	0.218	0.00515	0.287	0.22313	0	CG	RA
61	15	0.266	0.00767	0.248	0.14196	0	CG	RA
74	7	-0.117	-0.0023	0.413	0.6111	0	CG	RA
75	18	0.0793	0.00251	0.204	0.34865	0	CG	RA
78	7	-0.38	-0.0075	0.374	0.84553	0	CG	RA
87	26	-0.0302	-0.00114	0.175	0.56831	0	CG	RA
88	28	0.172	0.00679	0.157	0.13542	0	CG	RA
89	24	-0.241	-0.0088	0.165	0.92864	0	CG	RA
106	22	-0.169	-0.00592	0.201	0.79971	0	CG	RA
108	9	-0.163	-0.00363	0.295	0.70905	0	CG	RA
111	21	-0.0998	-0.00341	0.17	0.72183	0	CG	RA
112	19	0.0177	0.000576	0.208	0.46603	0	CG	RA
113	16	0.143	0.00426	0.229	0.26643	0	CG	RA
116	29	-0.0497	-0.00199	0.16	0.62191	0	CG	RA
117	11	-0.423	-0.0105	0.291	0.92717	0	CG	RA
118	14	-0.00697	-0.000194	0.253	0.51099	0	CG	RA
119	9	0.345	0.00772	0.307	0.13029	0	CG	RA
122	27	-0.181	-0.00701	0.169	0.85883	0	CG	RA
132	12	-0.352	-0.00908	0.267	0.90622	0	CG	RA
134	19	0.0443	0.00144	0.204	0.41388	0	CG	RA
147	10	0.104	0.00246	0.33	0.37566	0	CG	RA
149	4	-0.443	-0.0066	0.512	0.80647	0	CG	RA
150	3	-0.0796	-0.00103	0.495	0.56389	0	CG	RA
151	11	-0.508	-0.0125	0.321	0.94331	0	CG	RA
154	29	0.147	0.00588	0.167	0.19035	0	CG	RA
158	26	0.117	0.00446	0.189	0.26752	0	CG	RA
171	9	-0.0425	-0.000949	0.341	0.5495	0	CG	RA
176	20	-0.12	-0.00401	0.208	0.71882	0	CG	RA
187	22	-0.106	-0.0037	0.199	0.70315	0	CG	RA
188	9	-0.285	-0.00637	0.318	0.81451	0	CG	RA
189	27	-0.00632	-0.000245	0.195	0.51292	0	CG	RA
194	22	0.0843	0.00294	0.188	0.3266	0	CG	RA
196	9	-0.416	-0.00929	0.342	0.88824	0	CG	RA
200	9	0.147	0.0033	0.274	0.295	0	CG	RA
207	20	-0.0214	-0.000714	0.202	0.54218	0	CG	RA
209	27	-0.161	-0.00623	0.167	0.83269	0	CG	RA
212	22	-0.0998	-0.00349	0.191	0.69983	0	CG	RA
213	25	0.247	0.00921	0.17	0.072929	0	CG	RA
217	19	-0.113	-0.00366	0.209	0.70519	0	CG	RA
228	6	-0.735	-0.0134	0.386	0.97152	0	CG	RA
231	20	0.0914	0.00304	0.188	0.31311	0	CG	RA
234	17	-0.387	-0.0119	0.198	0.97495	0	CG	RA
237	16	-0.162	-0.00482	0.212	0.77764	0	CG	RA
239	23	0.126	0.0045	0.209	0.27316	0	CG	RA
240	7	-0.148	-0.00292	0.34	0.66869	0	CG	RA
242	14	-0.0777	-0.00217	0.207	0.64609	0	CG	RA
249	9	-0.147	-0.00329	0.345	0.66491	0	CG	RA
250	23	-0.131	-0.00469	0.208	0.73614	0	CG	RA
251	9	0.129	0.00288	0.269	0.31578	0	CG	RA
257	18	0.0756	0.00239	0.246	0.37916	0	CG	RA
259	11	-0.193	-0.00476	0.246	0.78294	0	CG	RA
262	10	-0.0622	-0.00147	0.283	0.58711	0	CG	RA
268	14	-0.209	-0.00584	0.247	0.80199	0	CG	RA
270	9	0.212	0.00473	0.275	0.22061	0	CG	RA
271	25	0.00968	0.00036	0.201	0.48077	0	CG	RA
272	11	-0.17	-0.00421	0.282	0.72752	0	CG	RA
280	27	-0.0559	-0.00216	0.178	0.62359	0	CG	RA
282	11	0.271	0.00669	0.227	0.11629	0	CG	RA
302	7	0.337	0.00663	0.411	0.20633	0	CG	RA
309	12	0.302	0.00779	0.281	0.14142	0	CG	RA
312	19	0.129	0.00417	0.207	0.26777	0	CG	RA
327	18	0.17	0.00538	0.211	0.21001	0	CG	RA
332	16	0.0218	0.000649	0.216	0.45976	0	CG	RA
333	26	-0.23	-0.00872	0.176	0.90366	0	CG	RA
334	17	-0.111	-0.00341	0.254	0.66884	0	CG	RA
339	12	0.295	0.0076	0.251	0.12027	0	CG	RA
341	11	-0.802	-0.0198	0.27	0.99852	0	CG	RA
342	25	-0.164	-0.00612	0.185	0.81236	0	CG	RA
359	9	0.474	0.0106	0.316	0.066964	0	CG	RA
368	13	0.0924	0.00248	0.263	0.36278	0	CG	RA
369	12	0.329	0.00849	0.278	0.11851	0	CG	RA
370	10	-0.289	-0.00682	0.252	0.87467	0	CG	RA
378	7	-0.303	-0.00598	0.397	0.77746	0	CG	RA
380	31	0.0808	0.00335	0.166	0.31337	0	CG	RA
381	19	0.2	0.0065	0.239	0.20064	0	CG	RA
383	15	0.0591	0.0017	0.255	0.40836	0	CG	RA
387	14	-0.0573	-0.0016	0.248	0.5913	0	CG	RA
389	14	-0.229	-0.00637	0.246	0.82356	0	CG	RA
390	23	0.0262	0.000935	0.186	0.44412	0	CG	RA
397	14	0.222	0.0062	0.254	0.19082	0	CG	RA
402	20	-0.177	-0.0059	0.216	0.79399	0	CG	RA
405	23	0.188	0.0067	0.197	0.17035	0	CG	RA
417	4	-0.0948	-0.00141	0.434	0.5865	0	CG	RA
419	29	0.123	0.00495	0.185	0.25255	0	CG	RA
420	10	0.148	0.00348	0.261	0.28602	0	CG	RA
421	9	0.246	0.0055	0.292	0.19942	0	CG	RA
423	22	-0.614	-0.0215	0.192	0.99932	0	CG	RA
424	16	-0.0264	-0.000787	0.215	0.5489	0	CG	RA
431	6	0.261	0.00476	0.331	0.21537	0	CG	RA
451	17	0.056	0.00172	0.226	0.40193	0	CG	RA
454	26	0.173	0.00655	0.192	0.18497	0	CG	RA
470	4	-0.616	-0.00918	0.397	0.93942	0	CG	RA
477	20	-0.0297	-0.00099	0.195	0.56048	0	CG	RA
482	11	0.27	0.00666	0.279	0.16705	0	CG	RA
486	14	-0.103	-0.00288	0.221	0.67954	0	CG	RA
491	17	-0.351	-0.0108	0.236	0.93203	0	CG	RA
493	19	-0.21	-0.00681	0.199	0.85433	0	CG	RA
28	14	0.0697	0.00194	0.25	0.39014	0	FF	RA
34	17	-0.141	-0.00434	0.241	0.72087	0	FF	RA
50	10	0.407	0.00959	0.286	0.077197	0	FF	RA
52	15	0.129	0.00371	0.273	0.31857	0	FF	RA
61	31	0.233	0.00967	0.184	0.10238	0	FF	RA
70	14	0.0404	0.00113	0.295	0.44558	0	FF	RA
73	10	0.266	0.00626	0.284	0.17449	0	FF	RA
82	11	-0.272	-0.00671	0.301	0.8164	0	FF	RA
84	3	0.245	0.00316	0.652	0.35367	0	FF	RA
90	6	-0.221	-0.00403	0.418	0.70127	0	FF	RA
91	26	-0.335	-0.0127	0.186	0.96381	0	FF	RA
93	26	0.00294	0.000112	0.166	0.49291	0	FF	RA
96	21	-0.094	-0.00321	0.19	0.6897	0	FF	RA
105	2	-0.582	-0.00613	0.786	0.7704	0	FF	RA
121	9	0.324	0.00723	0.314	0.15104	0	FF	RA
140	9	-0.344	-0.0077	0.268	0.90038	0	FF	RA
148	11	0.337	0.00831	0.259	0.096647	0	FF	RA
152	21	-0.123	-0.0042	0.209	0.72164	0	FF	RA
170	5	-0.35	-0.00583	0.418	0.79868	0	FF	RA
174	18	0.259	0.0082	0.205	0.10276	0	FF	RA
180	13	-0.257	-0.0069	0.262	0.8365	0	FF	RA
201	28	-0.252	-0.00993	0.198	0.8982	0	FF	RA
202	30	0.0448	0.00182	0.174	0.3987	0	FF	RA
206	3	-0.399	-0.00515	0.639	0.73397	0	FF	RA
215	32	0.0538	0.00227	0.16	0.36807	0	FF	RA
221	14	-0.174	-0.00486	0.227	0.77847	0	FF	RA
281	24	0.19	0.00693	0.214	0.1877	0	FF	RA
306	3	-0.529	-0.00683	0.543	0.83502	0	FF	RA
307	34	-0.0629	-0.00273	0.157	0.65594	0	FF	RA
312	14	0.181	0.00504	0.215	0.20018	0	FF	RA
317	37	0.0489	0.00221	0.152	0.37388	0	FF	RA
319	25	-0.035	-0.0013	0.185	0.57496	0	FF	RA
337	13	0.569	0.0153	0.234	0.0076211	0	FF	RA
338	19	-0.103	-0.00335	0.203	0.69438	0	FF	RA
343	26	-0.223	-0.00846	0.199	0.86852	0	FF	RA
347	18	0.152	0.00482	0.225	0.24913	0	FF	RA
353	30	-0.0405	-0.00165	0.162	0.59861	0	FF	RA
363	12	-0.301	-0.00776	0.264	0.87259	0	FF	RA
369	16	0.142	0.00424	0.234	0.2718	0	FF	RA
371	23	0.174	0.0062	0.191	0.18107	0	FF	RA
375	26	-0.0607	-0.00231	0.171	0.6391	0	FF	RA
392	19	-0.177	-0.00575	0.183	0.83344	0	FF	RA
403	8	-0.0858	-0.00181	0.317	0.60677	0	FF	RA
407	21	0.107	0.00363	0.175	0.27154	0	FF	RA
419	29	-0.0805	-0.00323	0.171	0.68102	0	FF	RA
421	26	-0.116	-0.00441	0.167	0.75646	0	FF	RA
435	13	-0.0538	-0.00144	0.245	0.58693	0	FF	RA
439	20	-0.308	-0.0103	0.205	0.93375	0	FF	RA
451	23	-0.325	-0.0116	0.174	0.96927	0	FF	RA
468	4	-0.469	-0.007	0.549	0.80358	0	FF	RA
474	7	0.159	0.00314	0.35	0.32488	0	FF	RA
476	3	-0.666	-0.00859	0.533	0.89416	0	FF	RA
477	30	0.278	0.0113	0.165	0.046212	0	FF	RA
487	7	-0.55	-0.0108	0.381	0.92572	0	FF	RA
489	15	0.097	0.0028	0.22	0.3293	0	FF	RA
26	41	-0.0489	-0.00233	0.138	0.63826	0	FF	RA
2	31	-0.0931	-0.00397	0.143	0.74285	0	CG	SWB
3	12	-0.118	-0.00314	0.228	0.69752	0	CG	SWB
8	12	0.254	0.00677	0.208	0.11033	0	CG	SWB
11	15	0.0615	0.00183	0.228	0.39383	0	CG	SWB
13	11	0.188	0.00478	0.263	0.2377	0	CG	SWB
16	10	-0.596	-0.0145	0.252	0.99093	0	CG	SWB
19	17	-0.0541	-0.00171	0.222	0.59634	0	CG	SWB
23	22	0.0448	0.00161	0.147	0.38055	0	CG	SWB
27	15	-0.186	-0.00552	0.204	0.81869	0	CG	SWB
30	22	0.0932	0.00336	0.167	0.28841	0	CG	SWB
38	6	0.0742	0.0014	0.297	0.40135	0	CG	SWB
40	15	0.471	0.014	0.207	0.011535	0	CG	SWB
42	15	0.0729	0.00217	0.208	0.36282	0	CG	SWB
46	12	0.292	0.00777	0.232	0.10385	0	CG	SWB
49	9	0.0687	0.00158	0.293	0.40712	0	CG	SWB
61	14	0.227	0.00652	0.261	0.19214	0	CG	SWB
74	7	0.0542	0.0011	0.29	0.42592	0	CG	SWB
75	18	0.0344	0.00112	0.172	0.42084	0	CG	SWB
78	7	0.0488	0.00099	0.32	0.43952	0	CG	SWB
87	26	-0.0697	-0.00273	0.136	0.69645	0	CG	SWB
88	25	-0.191	-0.00734	0.162	0.88056	0	CG	SWB
89	23	-0.148	-0.00546	0.152	0.83464	0	CG	SWB
106	20	0.138	0.00473	0.202	0.24742	0	CG	SWB
108	8	0.0136	0.000295	0.238	0.47723	0	CG	SWB
111	20	-0.165	-0.00565	0.145	0.87155	0	CG	SWB
112	18	-0.0912	-0.00297	0.193	0.68198	0	CG	SWB
113	16	-0.0687	-0.00211	0.178	0.6506	0	CG	SWB
116	29	0.0624	0.00258	0.138	0.32508	0	CG	SWB
117	11	0.184	0.00468	0.265	0.24414	0	CG	SWB
118	14	-0.249	-0.00714	0.226	0.86437	0	CG	SWB
119	8	0.136	0.00295	0.272	0.30905	0	CG	SWB
122	27	0.222	0.00884	0.138	0.053935	0	CG	SWB
132	12	0.097	0.00258	0.247	0.347	0	CG	SWB
134	16	-0.274	-0.00842	0.214	0.89996	0	CG	SWB
147	9	0.0711	0.00164	0.312	0.40984	0	CG	SWB
149	4	0.0171	0.000262	0.424	0.48394	0	CG	SWB
150	3	0.038	0.000505	0.642	0.47643	0	CG	SWB
151	11	0.0586	0.00149	0.252	0.40822	0	CG	SWB
154	29	0.257	0.0106	0.139	0.032475	0	CG	SWB
158	26	-0.0269	-0.00105	0.154	0.56924	0	CG	SWB
171	9	-0.0207	-0.000477	0.312	0.5265	0	CG	SWB
176	20	0.232	0.00796	0.168	0.083723	0	CG	SWB
187	20	-0.388	-0.0133	0.192	0.97817	0	CG	SWB
188	9	0.0561	0.00129	0.27	0.41775	0	CG	SWB
189	26	0.0752	0.00294	0.149	0.30736	0	CG	SWB
194	22	-0.193	-0.00694	0.173	0.86704	0	CG	SWB
196	9	0.164	0.00377	0.316	0.3021	0	CG	SWB
200	9	0.0692	0.00159	0.229	0.38105	0	CG	SWB
207	20	0.0523	0.0018	0.17	0.37896	0	CG	SWB
209	25	-0.0769	-0.00295	0.157	0.68838	0	CG	SWB
212	22	0.0214	0.000772	0.162	0.44747	0	CG	SWB
213	25	-0.114	-0.00436	0.168	0.75054	0	CG	SWB
217	17	0.0121	0.000382	0.183	0.47375	0	CG	SWB
228	6	-0.9	-0.0169	0.369	0.99265	0	CG	SWB
231	17	-0.221	-0.007	0.195	0.87194	0	CG	SWB
234	16	0.184	0.00566	0.192	0.16875	0	CG	SWB
237	15	-0.0528	-0.00157	0.196	0.60623	0	CG	SWB
239	22	-0.173	-0.00622	0.166	0.8503	0	CG	SWB
242	14	0.331	0.0095	0.199	0.048582	0	CG	SWB
249	9	-0.0899	-0.00207	0.313	0.61301	0	CG	SWB
250	22	0.0114	0.000412	0.173	0.47362	0	CG	SWB
251	7	0.199	0.00403	0.319	0.26715	0	CG	SWB
257	18	-0.167	-0.00542	0.191	0.80831	0	CG	SWB
259	10	0.334	0.00811	0.256	0.096172	0	CG	SWB
262	8	0.0906	0.00197	0.257	0.36233	0	CG	SWB
268	13	-0.114	-0.00317	0.207	0.70939	0	CG	SWB
270	8	-0.152	-0.0033	0.234	0.74226	0	CG	SWB
271	25	-0.0357	-0.00137	0.184	0.57683	0	CG	SWB
272	11	0.429	0.0109	0.286	0.066742	0	CG	SWB
280	27	-0.283	-0.0113	0.161	0.96075	0	CG	SWB
282	11	0.177	0.0045	0.215	0.20559	0	CG	SWB
302	7	0.574	0.0117	0.371	0.060644	0	CG	SWB
309	11	-0.299	-0.00761	0.238	0.89505	0	CG	SWB
312	18	-0.15	-0.00489	0.171	0.81032	0	CG	SWB
327	18	-0.05	-0.00163	0.195	0.60118	0	CG	SWB
332	16	0.153	0.0047	0.196	0.21716	0	CG	SWB
333	25	-0.284	-0.0109	0.161	0.96092	0	CG	SWB
334	16	-0.323	-0.00993	0.227	0.92315	0	CG	SWB
339	12	-0.0178	-0.000472	0.235	0.53013	0	CG	SWB
341	11	0.177	0.00449	0.225	0.21596	0	CG	SWB
342	24	-0.0951	-0.00358	0.164	0.71945	0	CG	SWB
359	7	-0.0719	-0.00146	0.3	0.59471	0	CG	SWB
368	13	-0.273	-0.00755	0.269	0.84493	0	CG	SWB
369	11	-0.146	-0.00372	0.208	0.75896	0	CG	SWB
370	10	-0.154	-0.00374	0.203	0.7763	0	CG	SWB
378	7	-0.114	-0.00232	0.328	0.63642	0	CG	SWB
380	31	0.0157	0.000672	0.142	0.45574	0	CG	SWB
381	18	-0.157	-0.00512	0.194	0.79157	0	CG	SWB
383	14	0.0574	0.00165	0.241	0.40605	0	CG	SWB
387	13	-0.197	-0.00545	0.244	0.7901	0	CG	SWB
389	12	-0.0883	-0.00235	0.215	0.65965	0	CG	SWB
390	23	-0.0637	-0.00234	0.16	0.65451	0	CG	SWB
397	14	0.0517	0.00148	0.243	0.41584	0	CG	SWB
402	20	0.11	0.00377	0.167	0.25541	0	CG	SWB
405	23	0.0757	0.00279	0.175	0.33236	0	CG	SWB
417	4	-0.441	-0.00677	0.5	0.81083	0	CG	SWB
419	28	0.0282	0.00114	0.156	0.42825	0	CG	SWB
420	10	0.0132	0.00032	0.229	0.47705	0	CG	SWB
421	8	-0.0391	-0.000849	0.259	0.56011	0	CG	SWB
423	22	-0.0782	-0.00281	0.155	0.69266	0	CG	SWB
424	16	-0.048	-0.00147	0.168	0.61239	0	CG	SWB
431	5	-0.142	-0.00244	0.344	0.66038	0	CG	SWB
451	16	-0.118	-0.00364	0.189	0.73408	0	CG	SWB
454	25	-0.0676	-0.00259	0.156	0.66717	0	CG	SWB
470	4	0.117	0.0018	0.532	0.41268	0	CG	SWB
477	20	-0.0914	-0.00314	0.176	0.69863	0	CG	SWB
482	11	0.224	0.00571	0.262	0.19609	0	CG	SWB
486	14	-0.16	-0.00461	0.193	0.79726	0	CG	SWB
491	16	-0.248	-0.00761	0.217	0.87304	0	CG	SWB
493	18	-0.00618	-0.000201	0.174	0.51417	0	CG	SWB
28	14	-0.264	-0.00759	0.21	0.89548	0	FF	SWB
34	16	-0.144	-0.00442	0.239	0.72699	0	FF	SWB
50	9	0.388	0.00894	0.261	0.068439	0	FF	SWB
52	15	0.287	0.00854	0.198	0.073715	0	FF	SWB
61	30	0.127	0.00534	0.165	0.2212	0	FF	SWB
70	14	0.0409	0.00118	0.252	0.43542	0	FF	SWB
73	10	-0.182	-0.00441	0.293	0.73264	0	FF	SWB
82	11	0.377	0.0096	0.23	0.05087	0	FF	SWB
84	3	0.128	0.0017	0.418	0.37996	0	FF	SWB
90	6	-0.951	-0.0179	0.358	0.99604	0	FF	SWB
91	25	-0.181	-0.00696	0.175	0.84982	0	FF	SWB
93	23	-0.0938	-0.00345	0.168	0.71193	0	FF	SWB
96	19	0.0251	0.00084	0.189	0.44706	0	FF	SWB
105	2	0.588	0.00639	0.703	0.20129	0	FF	SWB
121	9	-0.0102	-0.000236	0.29	0.5141	0	FF	SWB
140	9	-0.176	-0.00406	0.254	0.75589	0	FF	SWB
148	10	0.000233	5.66e-06	0.226	0.49959	0	FF	SWB
152	21	-0.337	-0.0118	0.178	0.97035	0	FF	SWB
170	5	-0.632	-0.0109	0.374	0.95432	0	FF	SWB
174	15	-0.13	-0.00385	0.206	0.73503	0	FF	SWB
180	13	-0.116	-0.00321	0.234	0.68976	0	FF	SWB
201	28	-0.126	-0.00513	0.159	0.78629	0	FF	SWB
202	29	0.0369	0.00152	0.147	0.40093	0	FF	SWB
206	3	0.579	0.0077	0.57	0.15472	0	FF	SWB
215	32	-0.0787	-0.00342	0.143	0.70883	0	FF	SWB
221	14	0.127	0.00364	0.235	0.29497	0	FF	SWB
222	19	0.419	0.014	0.197	0.016856	0	FF	SWB
281	22	-0.124	-0.00446	0.173	0.76351	0	FF	SWB
306	3	0.903	0.012	0.526	0.042959	0	FF	SWB
307	34	-0.114	-0.0051	0.138	0.79521	0	FF	SWB
312	14	0.203	0.00584	0.198	0.15276	0	FF	SWB
317	35	0.24	0.0109	0.139	0.042596	0	FF	SWB
319	25	0.0101	0.000387	0.164	0.47552	0	FF	SWB
337	13	0.292	0.00808	0.229	0.10083	0	FF	SWB
338	19	-0.0255	-0.000852	0.192	0.55286	0	FF	SWB
343	26	-0.00152	-5.93e-05	0.167	0.50362	0	FF	SWB
347	16	-0.0639	-0.00196	0.24	0.60483	0	FF	SWB
353	28	0.185	0.00751	0.14	0.092527	0	FF	SWB
363	10	0.329	0.00797	0.285	0.12431	0	FF	SWB
369	16	0.137	0.00422	0.195	0.24041	0	FF	SWB
371	23	-0.152	-0.00561	0.166	0.82043	0	FF	SWB
375	26	-0.0688	-0.00269	0.161	0.66567	0	FF	SWB
392	18	-0.0114	-0.000371	0.188	0.52412	0	FF	SWB
403	8	0.0274	0.000595	0.326	0.46651	0	FF	SWB
407	19	-0.0323	-0.00108	0.19	0.56752	0	FF	SWB
419	26	0.0569	0.00223	0.156	0.35732	0	FF	SWB
421	25	0.232	0.0089	0.155	0.067255	0	FF	SWB
435	14	0.208	0.00597	0.218	0.17005	0	FF	SWB
439	18	-0.103	-0.00335	0.178	0.71787	0	FF	SWB
451	22	-0.157	-0.00563	0.163	0.83127	0	FF	SWB
468	4	-0.0216	-0.000332	0.494	0.51747	0	FF	SWB
474	6	-0.306	-0.00575	0.344	0.81338	0	FF	SWB
476	3	0.449	0.00597	0.518	0.19326	0	FF	SWB
477	30	0.0795	0.00334	0.137	0.28015	0	FF	SWB
487	7	0.153	0.00311	0.354	0.33246	0	FF	SWB
489	15	-0.00533	-0.000158	0.211	0.51008	0	FF	SWB
26	39	-0.067	-0.00321	0.133	0.69299	0	FF	SWB
2	31	0.112	0.00461	0.164	0.24838	0	CG	UKBB.CAD
3	14	0.197	0.00546	0.255	0.21964	0	CG	UKBB.CAD
8	12	-0.0266	-0.000683	0.221	0.54795	0	CG	UKBB.CAD
11	15	0.149	0.00427	0.21	0.23895	0	CG	UKBB.CAD
13	12	0.325	0.00835	0.25	0.096429	0	CG	UKBB.CAD
16	11	-0.153	-0.00375	0.244	0.7345	0	CG	UKBB.CAD
19	17	-0.0899	-0.00274	0.192	0.68027	0	CG	UKBB.CAD
23	23	0.224	0.00794	0.177	0.10343	0	CG	UKBB.CAD
27	16	0.226	0.00669	0.2	0.12986	0	CG	UKBB.CAD
30	23	-0.232	-0.00826	0.167	0.9177	0	CG	UKBB.CAD
38	7	0.403	0.00789	0.343	0.12012	0	CG	UKBB.CAD
40	15	-0.295	-0.00845	0.231	0.89913	0	CG	UKBB.CAD
42	16	-0.199	-0.0059	0.248	0.78904	0	CG	UKBB.CAD
46	12	-0.398	-0.0102	0.232	0.95672	0	CG	UKBB.CAD
49	10	-0.532	-0.0125	0.272	0.97479	0	CG	UKBB.CAD
61	15	-0.27	-0.00775	0.244	0.86614	0	CG	UKBB.CAD
74	7	-0.0307	-0.000602	0.335	0.53647	0	CG	UKBB.CAD
75	18	-0.166	-0.0052	0.197	0.79927	0	CG	UKBB.CAD
78	7	0.11	0.00215	0.334	0.37129	0	CG	UKBB.CAD
87	26	0.0569	0.00215	0.158	0.35987	0	CG	UKBB.CAD
88	28	0.0561	0.0022	0.151	0.35519	0	CG	UKBB.CAD
89	24	-0.129	-0.00469	0.151	0.80308	0	CG	UKBB.CAD
106	22	0.0962	0.00334	0.187	0.30345	0	CG	UKBB.CAD
108	9	-0.25	-0.00556	0.291	0.8054	0	CG	UKBB.CAD
111	21	-0.116	-0.00393	0.175	0.74543	0	CG	UKBB.CAD
112	19	-0.0305	-0.000985	0.191	0.56351	0	CG	UKBB.CAD
113	16	0.143	0.00423	0.212	0.25031	0	CG	UKBB.CAD
116	29	-0.0325	-0.00129	0.142	0.59011	0	CG	UKBB.CAD
117	11	0.486	0.0119	0.295	0.049517	0	CG	UKBB.CAD
118	14	0.168	0.00466	0.241	0.24229	0	CG	UKBB.CAD
119	9	-0.369	-0.0082	0.254	0.92702	0	CG	UKBB.CAD
122	27	0.186	0.00714	0.154	0.11477	0	CG	UKBB.CAD
132	12	0.13	0.00333	0.25	0.30149	0	CG	UKBB.CAD
134	19	-0.049	-0.00158	0.208	0.59304	0	CG	UKBB.CAD
147	10	-0.195	-0.00456	0.322	0.72732	0	CG	UKBB.CAD
149	4	-0.217	-0.00322	0.39	0.71131	0	CG	UKBB.CAD
150	3	-0.169	-0.00217	0.504	0.63173	0	CG	UKBB.CAD
151	11	0.0598	0.00147	0.269	0.41196	0	CG	UKBB.CAD
154	29	0.0207	0.000827	0.153	0.44609	0	CG	UKBB.CAD
158	26	0.235	0.00886	0.176	0.091153	0	CG	UKBB.CAD
171	9	-0.449	-0.00999	0.325	0.91658	0	CG	UKBB.CAD
176	20	0.136	0.00449	0.187	0.23489	0	CG	UKBB.CAD
187	22	-0.212	-0.00736	0.183	0.87632	0	CG	UKBB.CAD
188	10	-0.39	-0.00915	0.299	0.90421	0	CG	UKBB.CAD
189	27	0.223	0.00859	0.166	0.08957	0	CG	UKBB.CAD
194	22	0.133	0.00462	0.179	0.22936	0	CG	UKBB.CAD
196	9	-0.534	-0.0119	0.325	0.94967	0	CG	UKBB.CAD
200	9	0.0897	0.00199	0.248	0.35888	0	CG	UKBB.CAD
207	20	0.0675	0.00224	0.189	0.36075	0	CG	UKBB.CAD
209	27	0.0354	0.00136	0.162	0.41368	0	CG	UKBB.CAD
212	22	0.177	0.00615	0.184	0.16752	0	CG	UKBB.CAD
213	25	-0.0937	-0.00347	0.173	0.70597	0	CG	UKBB.CAD
217	19	0.217	0.00702	0.211	0.15129	0	CG	UKBB.CAD
228	6	0.0146	0.000266	0.423	0.48619	0	CG	UKBB.CAD
231	20	-0.105	-0.00347	0.182	0.71734	0	CG	UKBB.CAD
234	17	-0.308	-0.00939	0.21	0.92821	0	CG	UKBB.CAD
237	16	-0.338	-0.01	0.246	0.91516	0	CG	UKBB.CAD
239	23	0.0869	0.00309	0.196	0.32868	0	CG	UKBB.CAD
240	7	-0.168	-0.00329	0.35	0.68399	0	CG	UKBB.CAD
242	14	-0.137	-0.00381	0.224	0.73003	0	CG	UKBB.CAD
249	9	-0.136	-0.00302	0.33	0.6599	0	CG	UKBB.CAD
250	23	-0.0558	-0.00198	0.203	0.60805	0	CG	UKBB.CAD
251	9	0.298	0.00662	0.278	0.1416	0	CG	UKBB.CAD
257	18	0.305	0.00959	0.221	0.083939	0	CG	UKBB.CAD
259	11	-0.348	-0.00855	0.259	0.91064	0	CG	UKBB.CAD
262	10	0.613	0.0144	0.294	0.01866	0	CG	UKBB.CAD
268	14	0.182	0.00505	0.227	0.211	0	CG	UKBB.CAD
270	9	0.511	0.0113	0.261	0.025196	0	CG	UKBB.CAD
271	25	0.428	0.0159	0.185	0.01019	0	CG	UKBB.CAD
272	11	0.121	0.00297	0.284	0.33527	0	CG	UKBB.CAD
280	27	-0.115	-0.00442	0.159	0.76547	0	CG	UKBB.CAD
282	11	0.00842	0.000207	0.221	0.48484	0	CG	UKBB.CAD
302	7	-0.124	-0.00244	0.409	0.61943	0	CG	UKBB.CAD
309	12	0.106	0.00272	0.276	0.35074	0	CG	UKBB.CAD
312	19	-0.194	-0.00625	0.198	0.83602	0	CG	UKBB.CAD
327	18	0.091	0.00286	0.21	0.33232	0	CG	UKBB.CAD
332	16	0.0226	0.000669	0.191	0.45286	0	CG	UKBB.CAD
333	26	0.0961	0.00363	0.16	0.27366	0	CG	UKBB.CAD
334	17	0.202	0.00618	0.191	0.14542	0	CG	UKBB.CAD
